2017-01-06 01:27:52,848 - INFO - Initializing cpmlogger.
2017-01-06 01:27:52,848 - INFO - BOOTSTRAP, type = 1 , host_count = 4
2017-01-06 01:28:14,330 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:28:14,680 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:28:14,680 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,12, {'bw': 10, 'src_port': 1, 'dst_name': 'b1-eth2', 'weight': 0, 'src_name': 's2-eth1', 'dst_port': 2})
2017-01-06 01:28:15,117 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'bw': 10, 'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 0, 'src_name': 's1-eth3', 'dst_port': 1})
2017-01-06 01:28:15,117 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:28:15,117 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'bw': 10, 'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'src_name': 's1-eth4', 'dst_port': 1})
2017-01-06 01:28:15,117 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 2, 'dst_name': 's2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth2'})
2017-01-06 01:28:15,117 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:28:15,118 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:28:15,118 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'src_port': 3, 'dst_name': 'l4-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth3'})
2017-01-06 01:28:15,118 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 1, 'dst_name': 's3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth1'})
2017-01-06 01:28:15,127 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:28:15,128 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 1, 'dst_name': 's2-eth5', 'weight': 0, 'bw': 10, 'dst_port': 5, 'src_name': 'l4-eth1'})
2017-01-06 01:28:15,128 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:28:15,129 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:28:15,398 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:28:15,405 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 01:28:15,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,12, {'src_port': 2, 'dst_name': 's2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth2'})
2017-01-06 01:28:15,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:28:15,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 01:28:15,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 01:28:15,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 01:28:15,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:28:15,406 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:28:15,407 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,1, {'src_port': 1, 'dst_name': 'b1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth1'})
2017-01-06 01:28:15,407 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 01:28:15,417 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:28:15,417 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:28:15,417 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
2017-01-06 01:28:15,417 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,1, {'src_port': 1, 'dst_name': 'b1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 's3-eth1'})
2017-01-06 01:28:15,417 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,12, {'src_port': 2, 'dst_name': 's2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 's3-eth2'})
2017-01-06 01:28:15,417 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,23, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:28:15,417 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 01:28:15,418 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:28:15,418 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:28:15,418 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 2, 'dst_name': 's2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth2'})
2017-01-06 01:28:15,418 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:28:15,418 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:28:15,418 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'src_port': 3, 'dst_name': 'l4-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth3'})
2017-01-06 01:28:15,418 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 1, 'dst_name': 's3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth1'})
2017-01-06 01:28:15,419 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:28:15,419 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 1, 'dst_name': 's2-eth5', 'weight': 0, 'bw': 10, 'dst_port': 5, 'src_name': 'l4-eth1'})
2017-01-06 01:28:15,419 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:28:15,423 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:28:15,436 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:28:15,436 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 01:28:15,436 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,12, {'src_port': 2, 'dst_name': 's2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth2'})
2017-01-06 01:28:15,437 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:28:15,437 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 01:28:15,437 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 01:28:15,440 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 01:28:15,440 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:28:15,440 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:28:15,440 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,1, {'src_port': 1, 'dst_name': 'b1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth1'})
2017-01-06 01:28:15,440 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 01:28:15,440 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:28:15,441 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:28:15,441 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
2017-01-06 01:28:15,441 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,1, {'src_port': 1, 'dst_name': 'b1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 's3-eth1'})
2017-01-06 01:28:15,441 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,12, {'src_port': 2, 'dst_name': 's2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 's3-eth2'})
2017-01-06 01:28:15,441 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,23, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:28:15,441 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 01:28:15,442 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:28:15,442 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:28:15,445 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 2, 'dst_name': 's2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth2'})
2017-01-06 01:28:15,445 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:28:15,446 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:28:15,448 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'src_port': 3, 'dst_name': 'l4-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth3'})
2017-01-06 01:28:15,448 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 1, 'dst_name': 's3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l3-eth1'})
2017-01-06 01:28:15,448 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:28:15,448 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 1, 'dst_name': 's2-eth5', 'weight': 0, 'bw': 10, 'dst_port': 5, 'src_name': 'l4-eth1'})
2017-01-06 01:28:15,448 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:28:15,448 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:28:15,454 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:28:15,454 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 01:28:15,454 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,12, {'src_port': 2, 'dst_name': 's2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth2'})
2017-01-06 01:28:15,454 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:28:15,455 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 'b1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth1'})
2017-01-06 01:28:15,455 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 01:28:15,455 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 3, 'dst_name': 'l1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth3'})
2017-01-06 01:28:15,462 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:28:15,462 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:28:15,462 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,1, {'src_port': 1, 'dst_name': 'b1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth1'})
2017-01-06 01:28:15,462 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's1-eth2'})
2017-01-06 01:28:15,463 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:28:15,463 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:28:15,463 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
