2017-01-06 01:07:22,421 - INFO - Initializing cpmlogger.
2017-01-06 01:07:22,421 - INFO - BOOTSTRAP, type = 1 , host_count = 4
2017-01-06 01:07:57,870 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:07:57,876 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'bw': 10, 'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'src_name': 's1-eth4', 'dst_port': 1})
2017-01-06 01:07:58,179 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'bw': 10, 'src_port': 1, 'dst_name': 's1-eth3', 'weight': 0, 'src_name': 'l1-eth1', 'dst_port': 3})
2017-01-06 01:07:58,181 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:07:58,182 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 1, 'dst_name': 's1-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth1'})
2017-01-06 01:07:58,182 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:07:58,183 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:07:58,185 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:07:58,186 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'bw': 10, 'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'src_name': 's3-eth3', 'dst_port': 1})
2017-01-06 01:07:58,186 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:07:58,187 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'bw': 10, 'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'src_name': 's2-eth5', 'dst_port': 1})
2017-01-06 01:07:58,187 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:07:58,210 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:07:58,211 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:07:58,213 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:07:58,215 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:07:58,215 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:07:58,215 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
2017-01-06 01:07:58,216 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:07:58,218 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:07:58,218 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:07:58,219 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:07:58,227 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:07:58,230 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
2017-01-06 01:07:58,233 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,1, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:07:58,234 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,12, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:07:58,235 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,23, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:07:58,237 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
2017-01-06 01:07:58,237 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:07:58,238 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 1, 'dst_name': 's1-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth1'})
2017-01-06 01:07:58,238 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:07:58,239 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:07:58,241 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:07:58,241 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'bw': 10, 'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'src_name': 'l4-eth3', 'dst_port': 3})
2017-01-06 01:07:58,242 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:07:58,242 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:07:58,244 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:07:58,245 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:07:58,248 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'bw': 10, 'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'src_name': 'l4-eth3', 'dst_port': 3})
2017-01-06 01:07:58,268 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:07:58,272 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:07:58,273 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:07:58,274 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:07:58,275 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:07:58,278 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
2017-01-06 01:07:58,281 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:07:58,281 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:07:58,283 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:07:58,285 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:07:58,286 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:07:58,286 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
2017-01-06 01:07:58,291 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,1, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:07:58,292 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,12, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:07:58,293 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,23, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:07:58,294 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
2017-01-06 01:07:58,295 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:07:58,295 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 1, 'dst_name': 's1-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth1'})
2017-01-06 01:07:58,296 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:07:58,297 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:07:58,298 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:07:58,299 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:07:58,301 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:07:58,302 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:07:58,303 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:07:58,304 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:07:58,305 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:07:58,334 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:07:58,337 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:07:58,338 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:07:58,339 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:07:58,340 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:07:58,342 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
2017-01-06 01:07:58,366 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,22, {'src_port': 4, 'dst_name': 'l2-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's1-eth4'})
2017-01-06 01:07:58,367 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,24, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:07:58,367 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,11, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:07:58,368 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,13, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:07:58,382 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (12,22, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:07:58,384 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,24, {'src_port': 4, 'dst_name': 'l4-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's3-eth4'})
2017-01-06 01:07:58,384 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,1, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:07:58,385 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,12, {'src_port': 3, 'dst_name': 's3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth3'})
2017-01-06 01:07:58,385 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (13,23, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:07:58,386 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,11, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
2017-01-06 01:07:58,387 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (21,22, {'src_port': 2, 'dst_name': 'l2-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth2'})
2017-01-06 01:07:58,388 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,11, {'src_port': 1, 'dst_name': 's1-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l2-eth1'})
2017-01-06 01:07:58,389 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,12, {'src_port': 4, 'dst_name': 'l2-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth4'})
2017-01-06 01:07:58,389 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,21, {'src_port': 3, 'dst_name': 'l1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth3'})
2017-01-06 01:07:58,389 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (22,23, {'src_port': 4, 'dst_name': 'l3-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 'l2-eth4'})
2017-01-06 01:07:58,390 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,24, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:07:58,391 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,13, {'src_port': 3, 'dst_name': 'l3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's3-eth3'})
2017-01-06 01:07:58,392 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (23,22, {'src_port': 2, 'dst_name': 'l2-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l3-eth2'})
2017-01-06 01:07:58,393 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,12, {'src_port': 5, 'dst_name': 'l4-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 's2-eth5'})
2017-01-06 01:07:58,393 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,13, {'src_port': 2, 'dst_name': 's3-eth4', 'weight': 0, 'bw': 10, 'dst_port': 4, 'src_name': 'l4-eth2'})
2017-01-06 01:07:58,393 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (24,23, {'src_port': 3, 'dst_name': 'l3-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l4-eth3'})
2017-01-06 01:07:58,408 - INFO - ________________ ALL_TOPOLOGY_PRINT begin  : 'At start: Initializing topology'________
2017-01-06 01:07:58,414 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,11, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:07:58,420 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (1,13, {'src_port': 3, 'dst_name': 's3-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth3'})
2017-01-06 01:07:58,421 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,1, {'src_port': 1, 'dst_name': 's1-eth1', 'weight': 0, 'bw': 10, 'dst_port': 1, 'src_name': 'b1-eth1'})
2017-01-06 01:07:58,422 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,12, {'src_port': 2, 'dst_name': 's1-eth2', 'weight': 0, 'bw': 10, 'dst_port': 2, 'src_name': 's2-eth2'})
2017-01-06 01:07:58,424 - DEBUG - WEIGHTED_TOPOLOGY FINAL: (11,21, {'src_port': 1, 'dst_name': 's1-eth3', 'weight': 0, 'bw': 10, 'dst_port': 3, 'src_name': 'l1-eth1'})
